"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
436,"NCT03210155","Efficacy of CES in New Mothers During the Post Partum Period",,"Terminated","Has Results","Anxiety|Depression|Insomnia|Sleep Quality","Device: Alpha-Stim AID CES (Active Comparator)|Device: Alpha-Stim AID CES (Sham Comparator)","Hamilton Anxiety Rating Scale Scores Over Time|Hamilton Depression Rating Scale Scores Over Time|Pittsburgh Sleep Quality Index Scale Scores Over Time|Insomnia Severity Index Scores Over Time|Barkin Index of Maternal Functioning Scores Over Time","Christina Murphey, RN, PhD|Murphey, Christina, RN, PhD","Female","18 Years to 45 Years   (Adult)","Not Applicable","1","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","HSRP #36-17","July 24, 2017","August 1, 2019","August 1, 2019","July 6, 2017","August 17, 2020","August 17, 2020","Primay care; OB-GYN Clinic, Austin, Texas, United States|Primary care; OB-GYN Clinic, Corpus Christi, Texas, United States","""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/55/NCT03210155/Prot_000.pdf","https://ClinicalTrials.gov/show/NCT03210155"
437,"NCT06316193","The Use of the Diary in Neonatal Pathology: a Mixed-method Study for Collecting and Analyzing the Experience of Parents and Health Care Personnel.","DiaPaNeo","Not yet recruiting","No Results Available","Experience, Life|Stress|Depression, Postpartum|Support, Family","Other: Diary","The objective of the qualitative phase is to provide a description of the experience of the parents of infants admitted to Neonatal Pathology and the healthcare personnel who participated in the compilation of the diary.|The quantitative phase includes as data collection tools a set of instruments validated in the Italian context and selected in relation to the variables to be measured. The instruments will be administered by one of the appropriately trained nurses.|The quantitative phase includes as data collection tools a set of instruments validated in the Italian context and selected in relation to the variables to be measured. Stressor Scale (PSS).|The quantitative phase includes as data collection tools a set of instruments validated in the Italian context and selected in relation to the variables to be measured. Edinburgh Postnatal Depression Scale (EPDS).|The quantitative phase includes as data collection tools a set of instruments validated in the Italian context and selected in relation to the variables to be measured. The Nurse Parental Support Tool (NPST).","IRCCS Ospedale San Raffaele","All","Child, Adult, Older Adult",,"15","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","DiaPaNeo","April 15, 2024","April 15, 2025","October 15, 2025","March 18, 2024",,"March 18, 2024","IRCCS Ospedale San Raffaele, Milano, MI, Italy",,"https://ClinicalTrials.gov/show/NCT06316193"
438,"NCT02059863","SPRING Cluster Randomised Controlled Trial","SPRING","Unknown status","No Results Available","Growth; Stunting, Nutritional|Child Development|Depression, Postpartum|Death","Behavioral: SPRING","infant mortality|stunting|child development|maternal psychosocial distress/depression|% adopting key promoted behaviours|wasting|underweight|age-specific infant mortality","London School of Hygiene and Tropical Medicine|University of Liverpool|University College, London|Human Development Research Foundation, Pakistan|Sangath","All","1 Day to 24 Months   (Child)","Not Applicable","12000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","EPNPBE2610|093615","March 2014","October 2017","October 2017","February 11, 2014",,"August 24, 2017","Sangath: Haryana field site, Porvorim, Goa, India|Human Development Research Foundation: Rawalpindi field site, Islamabad, Punjab, Pakistan",,"https://ClinicalTrials.gov/show/NCT02059863"
439,"NCT01947244","Doula Home Visiting Randomized Trial",,"Completed","No Results Available","Breast Feeding|Parenting|Child Development|Depression, Postpartum","Behavioral: Doula Home Visiting|Behavioral: Case management","National Institute of Child Health and Human Development (NICHD) mother-child interaction measures|Breastfeeding initiation|Breastfeeding duration|Maternal Antenatal Attachment Scale (MAAS)|Center for Epidemiologic Studies Depression Scale (CES-D)|Labour Agentry Scale|Use of labor analgesia|Maternal Postnatal Attachment Scale (MPAS)|Parenting Stress Inventory (PSI)|Timing of solid food introduction|Knowledge of Infant Development Inventory (KIDI)|Infant/child ER visits|Infant/child immunizations|Infant/child hospitalizations|Adult Adolescent Parenting Inventory (AAPI)|Preschool Language Scales-5 (PLS-5)|Mullen Scales of Early Learning - Visual Reception|Infant Toddler Social and Emotional Assessment (ITSEA)|Subsequent pregnancy|Parent-Child Conflict Tactics Scales (CTS PC)|National Institute of Child Health and Human Development (NICHD) mother-child interaction measures.|Woodcock-Johnson III Tests of Achievement","University of Chicago|Health Resources and Services Administration (HRSA)|Illinois Department of Human Services","Female","14 Years to 24 Years   (Child, Adult)","Not Applicable","312","Other|U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","D89MC23146","November 2011","October 2019","October 2019","September 20, 2013",,"November 6, 2020",,,"https://ClinicalTrials.gov/show/NCT01947244"
440,"NCT03593473","Inhaled Oxytocin and HPA Axis Reactivity",,"Completed","No Results Available","Depression, Postpartum|Anxiety Disorders|Stress, Psychological","Drug: Intranasal Oxytocin|Drug: Placebo","Changes in Cortisol (CRT) during Trier Social Stress Test (TSST)|Changes in Adrenocorticotropic hormone (ACTH ) during TSST|Changes in the lagged association between ACTH and CRT during the TSST|Changes in high frequency heart rate variability, an index of parasympathetic activity, during the TSST|Changes in pre-ejection period, an index of sympathetic activity, during the TSST","University of North Carolina, Chapel Hill|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","Female","18 Years and older   (Adult, Older Adult)","Phase 2","105","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","12-2061|R01HD093901-01A1","February 7, 2019","July 25, 2023","July 25, 2023","July 20, 2018",,"January 25, 2024","University of North Carolina School of Medicine, Chapel Hill, North Carolina, United States","""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/73/NCT03593473/ICF_000.pdf","https://ClinicalTrials.gov/show/NCT03593473"
441,"NCT04844138","Evaluating Overcoming Anxiety in Pregnancy and Postpartum as an Online Self-Directed Program",,"Completed","No Results Available","Perinatal Anxiety|Perinatal Depression","Behavioral: Overcoming Anxiety in Pregnancy and Postpartum Online Self-Directed Program","Change in Perinatal Anxiety Symptoms from Baseline|Change in Perinatal Depression Symptoms from Baseline|Change in COVID-19 Stress from Baseline|Change in Non-Specific Psychological Distress from Baseline|Change in Life Stress from Baseline|Change in Maternal Antenatal Attachment from Baseline|Change in Maternal Postnatal Attachment from Baseline|Change in Maternal Efficacy from Baseline|Acceptability of the Online Self-Directed Program|Participant Satisfaction with the Online Self-Directed Program|Participant Experiences in the Online Self-Directed Program","University of Manitoba","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","95","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","P2020:104|53294","April 30, 2021","June 29, 2022","June 29, 2022","April 14, 2021",,"July 7, 2022","University of Manitoba, Winnipeg, Manitoba, Canada",,"https://ClinicalTrials.gov/show/NCT04844138"
442,"NCT04211467","A Non-Interventional Pilot Study to Explore the Role of Gut Flora in Depression",,"Unknown status","No Results Available","Depression|Clinical Depression|Depression, Anxiety|Depression, Postpartum|Depression, Endogenous|Depression in Remission|Depression Chronic|Depression Moderate|Depression Severe","Other: No Intervention","Correlation of Microbiome to Disease via Relative Abundance Found in Microbiome Sequencing","ProgenaBiome","All","Child, Adult, Older Adult",,"100","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","PRG-027","March 2, 2020","March 2023","July 2023","December 26, 2019",,"September 5, 2021","ProgenaBiome, Ventura, California, United States",,"https://ClinicalTrials.gov/show/NCT04211467"
443,"NCT02370576","The Effect of Traumatic Childbirth on the Incidence of PTSD and Other Major Postpartum Psychopathology",,"Unknown status","No Results Available","Stress Disorders, Post-Traumatic|Depressive Disorder, Major","Other: rating scale application","Presence or absence of PTSD (Questionnaire/ rating scale application)|Presence or absence of major depression (Questionnaire/ rating scale application)|Presence or absence of anxiety disorders (Questionnaire/ rating scale application)","Rambam Health Care Campus","Female","18 Years to 45 Years   (Adult)",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","rambam001","March 2015","March 2017","March 2018","February 25, 2015",,"February 25, 2015","Rambam Medical Center, Haifa, Israel",,"https://ClinicalTrials.gov/show/NCT02370576"
444,"NCT03300713","MOther-Child Interaction Assessment TRAINING for Pediatricians","MOCITRAINING","Recruiting","No Results Available","Child Behavior Disorders|Mother-child Relations|Depression, Postpartum","Other: MOCITRAINING program|Other: usual follow-up","Frequency of pathological Alarm Distress BaBy (ADBB) scores|Frequency of digestive disorders|Number of daytime sleep hours|Number of nighttime awakenings|Scores on maternal self-evaluation scales (Likert scales)|Frequency of dyads referred for psychiatric or perinatal psychiatric consultations|Frequency of maternal psychotropic medication","University Hospital, Lille|Ministry of Health, France","All","23 Days to 37 Days   (Child)","Not Applicable","3504","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","2015_04|2016-A00540-51","December 2, 2017","December 2026","December 2026","October 3, 2017",,"October 3, 2022","CHU, Lille, France",,"https://ClinicalTrials.gov/show/NCT03300713"
445,"NCT05000879","How Does Mindful Mood Balance for Moms Work?",,"Completed","No Results Available","Depression|Pregnancy Related|Antenatal Depression|Depression, Postpartum","Behavioral: MMB for Moms","Rate of change in depression symptoms|Rate of change in decentering|Rate of change in self-compassion|Depressive Relapse Status|Rate of change in anxiety symptoms","University of Colorado, Boulder","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","18-0402","November 16, 2018","August 20, 2019","August 20, 2019","August 11, 2021",,"August 11, 2021","University of Colorado Boulder, Boulder, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT05000879"
446,"NCT05897619","Feasibility and Acceptability of a Novel Cognitive Behavioral Skills Mobile App for Pregnant and Postpartum Individuals",,"Recruiting","No Results Available","Perinatal Anxiety|Perinatal Depression","Behavioral: Experimental: Maya Perinatal Cognitive Behavioral Skills App","User Version of the Mobile Application Rating Scale (uMARS) at midpoint|User Version of the Mobile Application Rating Scale (uMARS) at post-intervention|User Version of the Mobile Application Rating Scale (uMARS) at follow-up|Quantitative Feedback Survey of App Feasibility and Acceptability|Qualitative Feedback of App Feasibility and Acceptability at midpoint|Qualitative Feedback of App Feasibility and Acceptability at post-intervention|Qualitative Feedback of App Feasibility and Acceptability at follow-up|Changes in postnatal depression measures scores from baseline to midpoint as measured by the Edinburgh Postnatal Depression Scale (EPDS).|Changes in postnatal depression measures scores from baseline to post-intervention as measured by the Edinburgh Postnatal Depression Scale (EPDS).|Changes in postnatal depression measures scores from midpoint to post-intervention as measured by the Edinburgh Postnatal Depression Scale (EPDS).|Changes in postnatal depression measures scores from post-intervention to follow-up as measured by the Edinburgh Postnatal Depression Scale (EPDS).|Changes in postnatal anxiety measures scores from baseline to midpoint as measured by the Edinburgh Postnatal Depression Scale-Anxiety Subscale (EPDS 3A).|Changes in postnatal anxiety measures scores from baseline to post-intervention as measured by the Edinburgh Postnatal Depression Scale-Anxiety Subscale (EPDS 3A).|Changes in postnatal anxiety measures scores from midpoint to post-intervention as measured by the Edinburgh Postnatal Depression Scale-Anxiety Subscale (EPDS 3A).|Changes in postnatal anxiety measures scores from post-intervention to follow-up as measured by the Edinburgh Postnatal Depression Scale-Anxiety Subscale (EPDS 3A).|Changes in anxiety measures scores from baseline to midpoint as measured by the Generalized Anxiety Disorder-7 (GAD-7)|Changes in anxiety measures scores from baseline to post-intervention as measured by the Generalized Anxiety Disorder-7 (GAD-7)|Changes in anxiety measures scores from midpoint to post-intervention as measured by the Generalized Anxiety Disorder-7 (GAD-7)|Changes in anxiety measures scores from post-intervention to follow-up as measured by the Generalized Anxiety Disorder-7 (GAD-7)|Change in depression measures scores from baseline to midpoint as measured by the Patient Health Questionnaire-9 (PHQ-9)|Change in depression measures scores from baseline to post-intervention as measured by the Patient Health Questionnaire-9 (PHQ-9)|Change in depression measures scores from midpoint to post-intervention as measured by the Patient Health Questionnaire-9 (PHQ-9)|Change in depression measures scores from post-intervention to follow-up as measured by the Patient Health Questionnaire-9 (PHQ-9)|Changes in perinatal trauma measure scores from baseline to post-intervention as measured by Perinatal-Post Traumatic Stress Disorder Questionnaire-II (PPQ-II)|Changes in perinatal trauma measure scores from post-intervention to follow-up as measured by Perinatal-Post Traumatic Stress Disorder Questionnaire-II (PPQ-II)","Weill Medical College of Cornell University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","22-10025299","September 19, 2023","May 2025","May 2025","June 9, 2023",,"October 3, 2023","Weill Cornell Medical College, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT05897619"
